"","date","total_cases_scc","new_cases_scc","new_cases_7davg","new_cases_smc","total_cases_smc","new_cases","total_cases","new_cases_mov7"
"916",2022-07-30,414381,473,753.2857143,177,162819,650,577200,1021.85714285714
"917",2022-07-31,414840,459,745.4285714,179,162998,638,577838,1012.71428571429
"918",2022-08-01,415573,733,704.1428571,256,163254,989,578827,959.285714285714
"919",2022-08-02,416408,835,691.2857143,293,163547,1128,579955,935
"920",2022-08-03,417073,665,652.7142857,260,163807,925,580880,892
"921",2022-08-04,417544,471,618.1428571,193,164000,664,581544,849.285714285714
"922",2022-08-05,418129,585,603,228,164228,813,582357,829.571428571429
"923",2022-08-06,418622,493,605.8571429,175,164403,668,583025,832.142857142857
"924",2022-08-07,419056,434,602.2857143,140,164543,574,583599,823
"925",2022-08-08,419766,710,599,263,164806,973,584572,820.714285714286
"926",2022-08-09,420394,628,569.4285714,222,165028,850,585422,781
"927",2022-08-10,420988,594,559.2857143,198,165226,792,586214,762
"928",2022-08-11,421540,552,570.8571429,200,165426,752,586966,774.571428571429
"929",2022-08-12,421985,445,550.8571429,165,165591,610,587576,745.571428571429
"930",2022-08-13,422321,336,528.4285714,129,165720,465,588041,716.571428571429
"931",2022-08-14,422604,283,506.8571429,111,165831,394,588435,690.857142857143
"932",2022-08-15,423201,597,490.7142857,210,166041,807,589242,667.142857142857
"933",2022-08-16,423743,542,478.4285714,207,166248,749,589991,652.714285714286
"934",2022-08-17,424249,506,465.8571429,166,166414,672,590663,635.571428571429
"935",2022-08-18,424733,484,456.1428571,105,166519,589,591252,612.285714285714
"936",2022-08-19,425201,468,459.4285714,184,166703,652,591904,618.285714285714
"937",2022-08-20,425515,314,456.2857143,118,166821,432,592336,613.571428571429
"938",2022-08-21,425754,239,450,101,166922,340,592676,605.857142857143
"939",2022-08-22,426279,525,439.7142857,169,167091,694,593370,589.714285714286
"940",2022-08-23,426720,441,425.2857143,149,167240,590,593960,567
"941",2022-08-24,427127,407,411.1428571,131,167371,538,594498,547.857142857143
"942",2022-08-25,427475,348,391.7142857,117,167488,465,594963,530.142857142857
"943",2022-08-26,427812,337,373,131,167619,468,595431,503.857142857143
"944",2022-08-27,428050,238,362.1428571,96,167715,334,595765,489.857142857143
"945",2022-08-28,428255,205,357.2857143,97,167812,302,596067,484.428571428571
"946",2022-08-29,428639,384,337.1428571,156,167968,540,596607,462.428571428571
"947",2022-08-30,429055,416,333.5714286,109,168077,525,597132,453.142857142857
"948",2022-08-31,429419,364,327.4285714,107,168184,471,597603,443.571428571429
"949",2022-09-01,429713,294,319.7142857,109,168293,403,598006,434.714285714286
"950",2022-09-02,430035,322,317.5714286,100,168393,422,598428,428.142857142857
"951",2022-09-03,430228,193,311.1428571,83,168476,276,598704,419.857142857143
"952",2022-09-04,430412,184,308.1428571,68,168544,252,598956,412.714285714286
"953",2022-09-05,430582,170,277.5714286,64,168608,234,599190,369
"954",2022-09-06,430955,373,271.4285714,122,168730,495,599685,364.714285714286
"955",2022-09-07,431265,310,263.7142857,109,168839,419,600104,357.285714285714
"956",2022-09-08,431549,284,262.2857143,110,168949,394,600498,356
"957",2022-09-09,431811,262,253.7142857,89,169038,351,600849,345.857142857143
"958",2022-09-10,431989,178,251.5714286,56,169094,234,601083,339.857142857143
"959",2022-09-11,432193,204,254.4285714,75,169169,279,601362,343.714285714286
"960",2022-09-12,432503,310,274.4285714,114,169283,424,601786,370.857142857143
"961",2022-09-13,432770,267,259.2857143,97,169380,364,602150,352.142857142857
"962",2022-09-14,433022,252,251,87,169467,339,602489,340.714285714286
"963",2022-09-15,433226,204,239.5714286,82,169549,286,602775,325.285714285714
"964",2022-09-16,433466,240,236.4285714,93,169642,333,603108,322.714285714286
"965",2022-09-17,433614,148,232.1428571,70,169712,218,603326,320.428571428571
"966",2022-09-18,433748,134,222.1428571,64,169776,198,603524,308.857142857143
"967",2022-09-19,433994,246,213,111,169887,357,603881,299.285714285714
"968",2022-09-20,434226,232,208,102,169989,334,604215,295
"969",2022-09-21,434440,214,202.5714286,87,170076,301,604516,289.571428571429
"970",2022-09-22,434641,201,202.1428571,77,170153,278,604794,288.428571428571
"971",2022-09-23,434834,193,195.4285714,71,170224,264,605058,278.571428571429
"972",2022-09-24,434982,148,195.4285714,77,170301,225,605283,279.571428571429
"973",2022-09-25,435116,134,195.4285714,76,170377,210,605493,281.285714285714
"974",2022-09-26,435378,262,197.7142857,134,170511,396,605889,286.857142857143
"975",2022-09-27,435641,263,202.1428571,94,170605,357,606246,290.142857142857
"976",2022-09-28,435880,239,205.7142857,71,170676,310,606556,291.428571428571
"977",2022-09-29,436066,186,203.5714286,81,170757,267,606823,289.857142857143
"978",2022-09-30,436286,220,207.4285714,84,170841,304,607127,295.571428571429
"979",2022-10-01,436455,169,210.4285714,66,170907,235,607362,297
"980",2022-10-02,436625,170,215.5714286,47,170954,217,607579,298
"981",2022-10-03,436844,219,209.4285714,121,171075,340,607919,290
"982",2022-10-04,437064,220,203.2857143,81,171156,301,608220,282
"983",2022-10-05,437261,197,197.2857143,91,171247,288,608508,278.857142857143
"984",2022-10-06,437450,189,197.7142857,79,171326,268,608776,279
"985",2022-10-07,437612,162,189.4285714,71,171397,233,609009,268.857142857143
"986",2022-10-08,437735,123,182.8571429,70,171467,193,609202,262.857142857143
"987",2022-10-09,437846,111,174.4285714,49,171516,160,609362,254.714285714286
"988",2022-10-10,438066,220,174.5714286,112,171628,332,609694,253.571428571429
"989",2022-10-11,438269,203,172.1428571,86,171714,289,609983,251.857142857143
"990",2022-10-12,438448,179,169.5714286,79,171793,258,610241,247.571428571429
"991",2022-10-13,438647,199,171,76,171869,275,610516,248.571428571429
"992",2022-10-14,438818,171,172.2857143,97,171966,268,610784,253.571428571429
"993",2022-10-15,438944,126,172.7142857,49,172015,175,610959,251
"994",2022-10-16,439055,111,172.7142857,59,172074,170,611129,252.428571428571
"995",2022-10-17,439255,200,169.8571429,102,172176,302,611431,248.142857142857
"996",2022-10-18,439476,221,172.4285714,67,172243,288,611719,248
"997",2022-10-19,439681,205,176.1428571,78,172321,283,612002,251.571428571429
"998",2022-10-20,439827,146,168.5714286,69,172390,215,612217,243
"999",2022-10-21,439978,151,165.7142857,71,172461,222,612439,236.428571428571
"1000",2022-10-22,440100,122,165.1428571,46,172507,168,612607,235.428571428571
"1001",2022-10-23,440100,0,NA,57,172564,57,612664,219.285714285714
"1002",2022-10-24,440100,0,NA,91,172655,91,612755,189.142857142857
"1003",2022-10-25,440100,0,NA,62,172717,62,612817,156.857142857143
"1004",2022-10-26,440100,0,NA,74,172791,74,612891,127
"1005",2022-10-27,440100,0,NA,89,172880,89,612980,109
"1006",2022-10-28,440100,0,NA,87,172967,87,613067,89.7142857142857
"1007",2022-10-29,440100,0,NA,56,173023,56,613123,73.7142857142857
"1008",2022-10-30,440100,0,NA,56,173079,56,613179,73.5714285714286
"1009",2022-10-31,440100,0,NA,93,173172,93,613272,73.8571428571429
"1010",2022-11-01,440100,0,NA,103,173275,103,613375,79.7142857142857
"1011",2022-11-02,440100,0,NA,80,173355,80,613455,80.5714285714286
"1012",2022-11-03,440100,0,NA,65,173420,65,613520,77.1428571428571
"1013",2022-11-04,440100,0,NA,99,173519,99,613619,78.8571428571429
"1014",2022-11-05,440100,0,NA,71,173590,71,613690,81
"1015",2022-11-06,440100,0,NA,59,173649,59,613749,81.4285714285714
"1016",2022-11-07,440100,0,NA,104,173753,104,613853,83
"1017",2022-11-08,440100,0,NA,95,173848,95,613948,81.8571428571429
"1018",2022-11-09,440100,0,NA,95,173943,95,614043,84
"1019",2022-11-10,440100,0,NA,107,174050,107,614150,90
"1020",2022-11-11,440100,0,NA,92,174142,92,614242,89
"1021",2022-11-12,440100,0,NA,70,174212,70,614312,88.8571428571429
"1022",2022-11-13,440100,0,NA,65,174277,65,614377,89.7142857142857
"1023",2022-11-14,440100,0,NA,132,174409,132,614509,93.7142857142857
"1024",2022-11-15,440100,0,NA,142,174551,142,614651,100.428571428571
"1025",2022-11-16,440100,0,NA,114,174665,114,614765,103.142857142857
"1026",2022-11-17,440100,0,NA,109,174774,109,614874,103.428571428571
"1027",2022-11-18,440100,0,NA,97,174871,97,614971,104.142857142857
"1028",2022-11-19,440100,0,NA,56,174927,56,615027,102.142857142857
"1029",2022-11-20,440100,0,NA,83,175010,83,615110,104.714285714286
"1030",2022-11-21,440100,0,NA,151,175161,151,615261,107.428571428571
"1031",2022-11-22,440100,0,NA,126,175287,126,615387,105.142857142857
"1032",2022-11-23,440100,0,NA,134,175421,134,615521,108
"1033",2022-11-24,440100,0,NA,57,175478,57,615578,100.571428571429
"1034",2022-11-25,440100,0,NA,137,175615,137,615715,106.285714285714
"1035",2022-11-26,440100,0,NA,177,175792,177,615892,123.571428571429
"1036",2022-11-27,440100,0,NA,151,175943,151,616043,133.285714285714
"1037",2022-11-28,440100,0,NA,317,176260,317,616360,157
"1038",2022-11-29,440100,0,NA,243,176503,243,616603,173.714285714286
"1039",2022-11-30,440100,0,NA,190,176693,190,616793,181.714285714286
"1040",2022-12-01,440100,0,NA,191,176884,191,616984,200.857142857143
"1041",2022-12-02,440100,0,NA,167,177051,167,617151,205.142857142857
"1042",2022-12-03,440100,0,NA,125,177176,125,617276,197.714285714286
"1043",2022-12-04,440100,0,NA,125,177301,125,617401,194
"1044",2022-12-05,440100,0,NA,206,177507,206,617607,178.142857142857
"1045",2022-12-06,440100,0,NA,218,177725,218,617825,174.571428571429
"1046",2022-12-07,440100,0,NA,194,177919,194,618019,175.142857142857
"1047",2022-12-08,440100,0,NA,156,178075,156,618175,170.142857142857
"1048",2022-12-09,440100,0,NA,159,178234,159,618334,169
"1049",2022-12-10,440100,0,NA,113,178347,113,618447,167.285714285714
"1050",2022-12-11,440100,0,NA,114,178461,114,618561,165.714285714286
"1051",2022-12-12,440100,0,NA,202,178663,202,618763,165.142857142857
"1052",2022-12-13,440100,0,NA,163,178826,163,618926,157.285714285714
"1053",2022-12-14,440100,0,NA,127,178953,127,619053,147.714285714286
"1054",2022-12-15,440100,0,NA,151,179104,151,619204,147
"1055",2022-12-16,440100,0,NA,133,179237,133,619337,143.285714285714
"1056",2022-12-17,440100,0,NA,83,179320,83,619420,139
"1057",2022-12-18,440100,0,NA,94,179414,94,619514,136.142857142857
"1058",2022-12-19,440100,0,NA,182,179596,182,619696,133.285714285714
"1059",2022-12-20,440100,0,NA,181,179777,181,619877,135.857142857143
"1060",2022-12-21,440100,0,NA,132,179909,132,620009,136.571428571429
"1061",2022-12-22,440100,0,NA,146,180055,146,620155,135.857142857143
"1062",2022-12-23,440100,0,NA,118,180173,118,620273,133.714285714286
"1063",2022-12-24,440100,0,NA,65,180238,65,620338,131.142857142857
"1064",2022-12-25,440100,0,NA,66,180304,66,620404,127.142857142857
"1065",2022-12-26,440100,0,NA,122,180426,122,620526,118.571428571429
"1066",2022-12-27,440100,0,NA,183,180609,183,620709,118.857142857143
"1067",2022-12-28,440100,0,NA,148,180757,148,620857,121.142857142857
"1068",2022-12-29,440100,0,NA,126,180883,126,620983,118.285714285714
"1069",2022-12-30,440100,0,NA,92,180975,92,621075,114.571428571429
"1070",2022-12-31,440100,0,NA,44,181019,44,621119,111.571428571429
"1071",2023-01-01,440100,0,NA,51,181070,51,621170,109.428571428571
"1072",2023-01-02,440100,0,NA,93,181163,93,621263,105.285714285714
"1073",2023-01-03,440100,0,NA,153,181316,153,621416,101
"1074",2023-01-04,440100,0,NA,78,181394,78,621494,91
"1075",2023-01-05,440100,0,NA,80,181474,80,621574,84.4285714285714
"1076",2023-01-06,440100,0,NA,104,181578,104,621678,86.1428571428571
"1077",2023-01-07,440100,0,NA,49,181627,49,621727,86.8571428571429
"1078",2023-01-08,440100,0,NA,41,181668,41,621768,85.4285714285714
"1079",2023-01-09,440100,0,NA,96,181764,96,621864,85.8571428571429
"1080",2023-01-10,440100,0,NA,76,181840,76,621940,74.8571428571429
"1081",2023-01-11,440100,0,NA,68,181908,68,622008,73.4285714285714
"1082",2023-01-12,440100,0,NA,52,181960,52,622060,69.4285714285714
"1083",2023-01-13,440100,0,NA,58,182018,58,622118,62.8571428571429
"1084",2023-01-14,440100,0,NA,55,182073,55,622173,63.7142857142857
"1085",2023-01-15,440100,0,NA,26,182099,26,622199,61.5714285714286
"1086",2023-01-16,440100,0,NA,45,182144,45,622244,54.2857142857143
"1087",2023-01-17,440100,0,NA,57,182201,57,622301,51.5714285714286
"1088",2023-01-18,440100,0,NA,55,182256,55,622356,49.7142857142857
"1089",2023-01-19,440100,0,NA,52,182308,52,622408,49.7142857142857
"1090",2023-01-20,440100,0,NA,50,182358,50,622458,48.5714285714286
"1091",2023-01-21,440100,0,NA,26,182384,26,622484,44.4285714285714
"1092",2023-01-22,440100,0,NA,29,182413,29,622513,44.8571428571429
"1093",2023-01-23,440100,0,NA,77,182490,77,622590,49.4285714285714
"1094",2023-01-24,440100,0,NA,72,182562,72,622662,51.5714285714286
"1095",2023-01-25,440100,0,NA,58,182620,58,622720,52
"1096",2023-01-26,440100,0,NA,75,182695,75,622795,55.2857142857143
"1097",2023-01-27,440100,0,NA,69,182764,69,622864,58
"1098",2023-01-28,440100,0,NA,31,182795,31,622895,58.7142857142857
"1099",2023-01-29,440100,0,NA,36,182831,36,622931,59.7142857142857
"1100",2023-01-30,440100,0,NA,78,182909,78,623009,59.8571428571429
"1101",2023-01-31,440100,0,NA,82,182991,82,623091,61.2857142857143
"1102",2023-02-01,440100,0,NA,61,183052,61,623152,61.7142857142857
"1103",2023-02-02,440100,0,NA,90,183142,90,623242,63.8571428571429
"1104",2023-02-03,440100,0,NA,61,183203,61,623303,62.7142857142857
"1105",2023-02-04,440100,0,NA,61,183264,61,623364,67
"1106",2023-02-05,440100,0,NA,63,183327,63,623427,70.8571428571429
"1107",2023-02-06,440100,0,NA,94,183421,94,623521,73.1428571428571
"1108",2023-02-07,440100,0,NA,83,183504,83,623604,73.2857142857143
"1109",2023-02-08,440100,0,NA,60,183564,60,623664,73.1428571428571
"1110",2023-02-09,440100,0,NA,69,183633,69,623733,70.1428571428571
"1111",2023-02-10,440100,0,NA,73,183706,73,623806,71.8571428571429
"1112",2023-02-11,440100,0,NA,55,183761,55,623861,71
"1113",2023-02-12,440100,0,NA,42,183803,42,623903,68
"1114",2023-02-13,440100,0,NA,97,183900,97,624000,68.4285714285714
"1115",2023-02-14,440100,0,NA,45,183945,45,624045,63
"1116",2023-02-15,440100,0,NA,51,183996,51,624096,61.7142857142857
"1117",2023-02-16,440100,0,NA,5,184001,5,624101,52.5714285714286
